Model,item_upc,quantity,Products_price
LP6017500,3700436017500,15,40.5
HP3238-EA,818631000005,48,3.13
SF22574,810001686406,2,10.98
SF22745,810001686765,0,21.48
SF22746,810001686772,0,21.48
SF22747,810001686789,9,21.48
SF22748,810001686796,10,21.48
SF22749,810001686802,9,21.48
LP6033234,3700436033234,7,31.2
LP6033166,3700436033166,13,86.5
LP6033227,3700436033227,12,52
LP6033289,3700436033289,29,26
LP6033296,3700436033296,13,25
CT23605,883124183039,1,30
CT23608,883124183060,0,38.5
CT23606,883124183046,0,55
CT23609,883124183077,0,60
BBL010-39,855951001039,10,28
BBL010-46,855951001046,35,27.5
LW-050WHT,4890808279045,2,60
BV-049BLK,4890808265253,12,85
RR1170-RD-ML,196018419863,9,2.925
RR1171-BK-SM,196018419894,32,2.925
RR1171-BK-ML,196018419887,10,2.925
RR53036-BK-ML,196018420074,55,4.875
RR53036-BK-SM,196018420081,15,4.875
RR53036-RD-SM,196018420104,33,4.875
RR53036-RD-ML,196018420098,43,4.875
RR53037-BK-SM,196018420128,29,7.15
RR53037-BK-ML,196018420111,44,7.15
RR53038-BK-ML,196018420159,52,5.85
RR53038-BK-SM,196018420166,45,5.85
RR53038-FH-SM,196018420180,17,5.85
RR53038-FH-ML,196018420173,43,5.85
AWKN1AFZ,4251460604437,10,6.45
RP901SD9,4251460616706,0,49.5
CX14-NY-X0,9342504040276,2,10
CX76ME2-BK-S0,9342504038884,0,15
CX76ME2-BK-M0,9342504038891,0,15
CX76ME2-BK-L0,9342504038907,0,15
CX76ME2-BK-X0,9342504038914,0,15
CX14ME2-BK-S0,9342504039201,0,11.5
CX14ME2-BK-M0,9342504039218,0,11.5
CX14ME2-BK-L0,9342504039225,0,11.5
CX14ME2-BK-X0,9342504039232,8,11.5
CX14ME2-BL-X0,9342504039317,4,11.5
CX14ME-PK-X0,9342504039355,8,11.5
CX05ME2-BK-S0,9342504038723,0,12
CX05ME2-BK-M0,9342504038730,0,12
CX05ME2-BK-L0,9342504038747,0,12
CX05ME2-BK-X0,9342504038754,0,12
CNEX112-41,8433345112411,14,36.659
CNEX112-55,8433345112558,20,31.422
CX14ME-NGR-S0,9342504039249,8,11.5
CX14ME-NGR-X0,9342504039270,3,11.5
SF10023,814137021322,4,8.48
SF10256,814137021339,7,8.48
SF10542,814137021902,0,8.75
SF10543,814137021919,5,9.98
SF10833,814137020387,8,25.98
SF11740,814137020646,10,11.48
SF11741,814137020653,5,11.48
SF11744,814137022022,0,8.98
SF11746,814137022046,8,8.98
SF12469,814137020127,8,6.98
SF12470,814137020134,8,6.98
SF12797,814137020264,8,15.98
SF23325,810001688233,19,19.48
SF12798,814137020271,6,15.98
SF13027,814137020516,9,4.98
SF13028,814137020523,4,4.98
SF13029,814137020530,7,4.98
FPL2306-BK-SM,657447313998,1,22
FPL2306-BK-ML,657447314001,10,22
SF13623,814137022473,27,24
SF13624,814137022480,15,24
SF13626,814137022503,9,24
SF14080,814137023203,0,14.98
FPL2302-RW-X4,657447313837,1,20.5
SF18355,814137027676,5,14.98
SF19750,810001682910,4,7.48
SF19751,810001682903,7,7.48
RT10042,666987100425,4,38.486
RT10044,666987100449,9,38.486
RT10046,666987100463,2,38.486
BL99805,819835029830,33,5.033
BL99804-GWP,PASZPB,0,0
ELINT71082,796494710821,15,1.25
ELINTPLFA19362,844477011936,12,1.75
ELINTPLFA54912,844477015491,27,1.75
ELINTPLFA55212,844477015521,28,1.75
ELINTPLFA55382,844477015538,9,1.75
ELINTPLFA62702,844477016207,32,1.75
ELINTPLFA97892,844477019789,73,1.75
ELINTPLFA97962,844477019796,82,1.75
ELINTPLFA98022,844477019802,20,1.75
ELINTPLFA98192,844477019819,88,1.75
ELINTPLFA98262,844477019826,0,1.75
ELINTPLFA98332,844477019833,60,1.75
ELINTPLFA98402,844477019840,36,1.75
ELINTPLFA98572,844477019857,0,1.75
ELINTPLFA98642,844477019864,21,1.75
ELINTPLFA98882,844477019888,20,1.75
ELINTPLFA98952,844477019895,6,1.75
ELINTPLFA99322,844477019932,5,1.75
ELINTPLFA99562,844477019956,1,1.75
JJ10503,603912755374,1,24
JJ10508,840281300877,17,27
JJ10305,840281301843,9,33
JJ10302,840281300556,7,22.5
SF10870,814137020776,11,7.98
JJ10507,840281300860,8,33
JJ10550,840281300853,5,27
JJ10505,840281300792,12,33
NT3080-1,782631308013,3,33.1
JJ10701,840281300402,1,30
SAT4224,4061504044224,4,17.685
SAT4231,4061504044231,24,17.685
SAT8553,4061504018553,2,35.985
SAT6068,4061504046068,10,35.985
SAT8643,4061504038643,9,24.885
SAT3245,4061504003245,25,26.985
SAT3337,4061504003337,24,26.985
SAT3306,4061504003306,6,26.985
SAT6618,4061504036618,6,23.685
SAT6625,4061504036625,8,23.685
SAT6632,4061504036632,9,25.485
SAT6649,4061504036649,15,25.485
SAT8225,4061504018225,9,28.485
SAT8249,4061504018249,2,28.485
SAT4293,4061504044293,9,14.985
SAT4286,4061504044286,12,14.985
SAT3753,4061504043753,33,13.785
SAT8386,4061504018386,12,17.685
SAT8393,4061504018393,8,17.685
SAT8409,4061504018409,18,14.985
SAT8430,4061504018430,21,17.085
SAT3146,4061504003146,7,27.885
SAT3153,4061504003153,24,27.885
SAT3160,4061504003160,19,27.885
SAT3177,4061504003177,16,27.885
IDNB04-C2,761236903168,51,9.5
IDTF04-C7,761236903267,1129,0.32
IDTF04-G5,761236903359,5,47.52
IDTB04-C2,761236903274,55,6.85
IDTB08-C2,761236903281,30,9.95
IDSB04-C2,761236903298,24,13.25
IDSB08-C2,761236903311,18,21
XRAH195,848518052001,5,54.1
XRAH196,848518052087,45,23.358
IDSF04-C5,PARJAH,160,0.44
SW2032,749753022784,115,30
SW1100,749753022791,57,17.25
VI-F1601,850052871000,25,22
VI-F1609,850052871017,29,22
VI-R1008,850052871031,55,22
VI-R1013,850052871048,0,22
VI-R1108,850052871055,27,22
VI-R1113,850052871062,46,22
VI-F1709,850052871079,21,24.75
VI-F1701,850052871086,31,24.75
VI-F1713,850052871093,33,24.75
VI-F1809,850052871109,29,24.75
VI-F1801,850052871116,19,24.75
VI-F1813,850052871123,1,24.75
HPB-915F8,710022363846,0,57.9
HPB-917F9,710022363891,3,54.9
HPB-866B,710022367875,0,71.9
RC-SDAD8-101-P,851787008501,2,14.808
CRC-CFPWMCF1,5060811120002,78,27.33
CRC-FSPWMFON1,5060811120033,6,19.17
8280-076,810040295874,16,6.5
STM11499-BND-OS,840091738563,7,13
STM11499-BND-OQ,840091738549,8,14
STM11499-ND-OQ,840091738556,6,14
STM11499-ND-OS,840091738532,3,13
STH11503-WH-S0,840091738464,11,4.25
STH11503-WH-M0,840091738471,14,4.25
STH11503-WH-L0,840091738488,14,4.25
STH11503-WH-XL,840091738495,19,4.25
STH11503-WH-X2,840091738501,16,4.85
STH11503-WH-X4,840091738518,17,4.85
STH11569-BK-X2,840091739911,2,12.075
STR6449,4041937564490,3,256.5
STR6451,4041937564513,3,229.28
STR6452,4041937564520,6,247.28
STR6453,4041937564537,4,179.78
STR6456,4041937564568,5,191.03
STR6458,4041937564582,5,231.53
OX3030-RED,8402151194690,50,2
JJ10513,840281300983,7,24.6
JJ10303,840281301829,16,33
JJ10300,840281300532,10,22.5
PDRD437-21,603912774351,17,11
PDRD437-22,603912774450,7,11
PDRD437-29,603912774467,23,11
PDRD438-21,603912774368,26,11
PDRD438-22,603912774481,22,11
PDRD438-29,603912774498,6,11
PDRD439-21,603912774504,13,11
PDRD439-22,603912774511,12,11
PDRD439-29,603912774528,15,11
PDRD442-20,603912774535,14,11
PDRD621-21,603912774399,14,32.5
PDRD621-22,603912774542,11,32.5
PDRD621-29,603912774559,15,32.5
PDRD622-21,603912774405,7,32.5
PDRD622-22,603912774566,15,32.5
PDRD622-29,603912774573,4,32.5
NOBT-NU07PK,9342851003344,15,26
NOBT-NU07PU,9342851003351,5,26
NOBT-W86PU,9342851003399,0,46
NOBT-W85BK,9342851003368,14,50
NOBT-W85MG,9342851003375,11,50
PDRD623-20,603912774832,8,32.5
PDRD544,603912774474,10,19.5
PDRD545,603912774597,15,82.5
PDRD546,603912774603,6,93.5
PDRD547-20,603912774849,8,90
PDRD624-20,603912775099,13,27.5
PDRD503-29,603912775037,13,27.5
SS360-01,646709360016,7,55.39
PD3249-19,603912774627,11,33
PD3249-23,603912774634,12,33
PD3249-25,603912774641,23,33
PD5752-11,603912774955,13,16.5
PD5752-12,603912774962,8,15
PD5754-11,603912774979,5,18
PD5754-12,603912774986,14,20
PD5756-11,603912774993,6,22
PD5756-12,603912775006,8,24
PD5757-11,603912775013,17,22
PD5757-12,603912775075,12,20
PD5758-20,603912774658,9,24
PD5758-11,603912775051,5,26.5
PD5758-12,603912775068,1,24
PD5759-20,603912774665,21,33
PD5760-20,603912774672,6,20
PD5761-20,603912774924,5,29
PD5761-11,603912775082,11,29
PD5761-12,603912775044,10,32
MPE8785-BK-SM,190602676526,12,14.95
MPE8785-BK-LX,190602676533,15,14.95
MPE8791-BK-LX,190602676656,11,13.95
SS360-03,646709360030,14,21.42
SS360-07,646709360078,15,67.05
MPE8791-BK-SM,190602676649,2,13.95
MPE7499-BK-LX,190602676830,13,15.95
KR20063,8720256722823,3,34.5
KR20062,8720256722786,7,34.5
MPE7504-BK-L0,190602677028,3,16.95
MPE7504-BK-X0,190602677035,8,16.95
MPE8800-BK-M0,190602677097,8,17.95
MPE8800-BK-L0,190602677103,8,17.95
MPE8800-BK-X0,190602677110,8,17.95
MPE8805-BK-M0,190602677233,1,12.95
MPE8805-BK-L0,190602677240,1,12.95
MPE8809-BK-SM,190602677325,15,15.95
MPE8809-BK-LX,190602677332,16,15.95
MPE2739-BK-LX,190602677790,10,14.95
KK-NS-BDAYGASM,850053093456,2,4.5
KK-NS-BOBAD,850053093531,4,4.5
MPE2741-RD-L0,190602679046,1,23.95
KK-NS-DIPSANDNIPS,850053093500,1,4.5
MPE60009-PK-LX,190602678773,17,19.95
MPE60009-PK-SM,190602678766,10,19.95
KK-NK-SKINNYDIPS,850053093302,3,2.5
MPE60009-PK-X2,190602678780,22,21.55
MPE60009-PK-X4,190602678797,26,21.55
KK-NK-BOBAD,850053093296,2,2.5
VHIT60,860003633823,95,39.3
CN-09-1003-12,653078943887,14,10.41
CN-09-1004-10,653078943894,29,9.83
CN-09-1005-11,653078943900,12,9.88
CN-09-1006-10,653078943917,30,8.09
BWX166,848416012046,0,37.5
BWX168,848416012060,4,19.5
BWX169,848416012077,11,19.5
XRAH180,848518051844,1,189.87
XRAH181,848518051851,1,75.948
XRAH283,848518053121,1,257.058
XRAH266,848518052988,16,26.166
XRAH276,848518053022,18,30.58
XRAH281-XL,848518053091,11,44.448
XRAF340,848518027023,14,11.73
XRAH213-L,848518052308,1,50.064
XRAH213-M,848518052292,5,50.064
XRAH213-S,848518052285,7,58.408
BL11998,819835029625,26,43.267
WVSNRA2SG3,4251460620031,14,74.5
WVSNRA2SG5,4251460620048,17,74.5
BLM99903,490082114830,4,249.179
BL11988,819835029618,7,43.4
BL11972,819835029601,5,43.281
BL10801,819835029649,3,16.534
BL10581,819835029656,5,15.834
BL20602,819835029632,7,16.583
BL45960,819835029748,11,36.064
BL52213,819835026921,8,35.56
BL82505,819835029762,1,37.59
BL28808,819835029458,7,27.475
BL21821,819835028116,0,25.942
BL28501,819835029526,11,27.475
BL28401,819835029540,23,27.482
BL28702,819835029533,11,27.482
BL28601,819835029557,16,28.756
BL89045,819835029809,17,70.49
BL05401,819835029793,4,24.542
NSN-0211-11,657447107146,50,42.5015
NSN-0211-19,657447107177,5,28.65
NSN-0218-06,657447107184,6,21.95
NSN-0218-09,657447107450,1,21.95
NSN-0218-14,657447107467,2,21.3
NSN-0218-15,657447107597,6,21.3
NSN-0218-27,657447107634,6,22.85
NSN-0235-14,657447107689,7,17.2
NSN-0235-34,657447107955,30,34.5
NSN-0235-39,657447107962,37,34.5
NSN-0236-04,657447107979,13,32
NSN-0236-08,657447107986,22,32
NSN-0236-17,657447108006,9,21.84
NSN-0274-07,657447108051,15,31
PF-ZR-049,8101144800838,0,67.5
PF-ZR-051,8101144801064,8,67.5
PF-ZR-071,8101144802368,4,67.5
PF-ZR-069,8101144802122,6,67.5
NSN-0327-24,657447108174,6,24.7
NSN-0327-29,657447108181,6,24.7
NSN-0327-34,657447108198,7,15.7
NSN-0327-38,657447108204,5,15.7
NSN-0327-53,657447108235,5,23.8
NSN-0327-65,657447108259,24,36.75
NSN-0327-67,657447108266,7,36.75
NSN-0414-00,657447108273,8,34.5
NSN-0552-44,657447108297,21,48.2
NSN-0556-39,657447108310,6,38.15
NSN-0558-05,657447108327,1,76.55
NSN-0967-09,657447108334,6,9.1
NSN-0967-19,657447108341,12,9.1
NSN-0967-29,657447108358,9,9.1
NSN-1101-69,657447108365,11,37.15
NSN-1101-79,657447108372,14,37.4
NSN-1131-23,657447108761,10,46.2
SS098-50,646709098506,25,11.66
ROLI654-PR-L0,019468571991,7,23
ROLI654-PR-X0,019468572028,16,23
ROLI656-PR-S0,019468572127,1,23
ROLI656-PR-X0,019468572134,4,23
ROLI656-PR-1X,019468572158,6,24
SS098-57,646709098575,35,9.33
SS098-58,646709098582,25,11.66
SS098-60,646709098605,49,8.75
ROLI646-BK-M0,019468571489,1,19
ROLI646-BK-L0,019468571472,6,19
ROLI646-BK-X0,019468571502,10,19
ROLI635-BK-L0,019468570925,5,23
ROLI635-BK-X0,019468570956,7,23
ROLI635-BK-1X,019468570970,1,24
ROLI643-SV-SM,019468571397,10,29
ROLI643-SV-LX,019468571380,15,29
ROLI643-SV-X2,019468571403,6,32
ANE5720-56,850040572056,9,12.5
ANE5720-70,850040572070,3,35
ROLI632-BLW-L0,019468570727,2,16.45
ROLI632-BLW-X0,019468570758,13,16.45
ROLI632-BLW-1X,019468570765,2,17.15
ROLI651-BK-S0,019468571816,6,22
ROLI651-BK-M0,019468571809,9,22
ROLI651-BK-X0,019468571823,20,22
ROLI659-BK-S0,019468572943,22,25
ROLI659-BK-M0,019468572950,18,25
ROLI659-BK-L0,019468572967,21,25
ROLI659-BK-X0,019468572974,15,25
ROLI663-BK-M0,019468572349,3,13.5
ROLI663-BK-X0,019468572363,7,13.5
ROLI665-BK-S0,019468572417,3,16
ROLI665-BK-L0,019468572431,1,16
ROLI665-BK-X0,019468572448,3,16
ROLI666-BK-X0,019468572486,1,10
ROLI670-BK-X0,019468572646,1,9
ROLI671-BK-L0,019468572677,3,10
FSG85113,5060926404264,14,52.5
PDRD620-21,603912774320,5,192.5
PDRD620-22,603912774344,4,192.5
SE0008-70,716770107091,38,36.6
SE0008-75,716770107107,31,36.6
SE0008-80,716770107114,27,36.6
SE0007-25,716770105950,27,29.6
SE0782-56,716770105912,9,18.45
SE0615-20,716770105882,13,47.45
SE0615-25,716770105899,14,47.45
SE0615-30,716770105905,10,47.45
SE0650-00,716770107060,1,47.25
SE0650-05,716770107077,6,53.7
SE0650-10,716770107084,12,53.7
SE0608-75,716770106353,13,48
SE0608-80,716770106360,6,50.95
SE2708-05,716770105462,34,4.47
SE2708-15,716770105486,13,5.52
SE2708-18,716770105721,6,10.05
SE2708-20,716770105493,6,15.2
SE2708-30,716770105509,1,16.6
SE2708-35,716770105516,11,10.11
SE2708-40,716770105523,4,26.95
SE3100-05,716770105295,1,6.42
SE3100-15,716770105301,15,26.91
SE3100-45,716770105332,16,14.67
SE3101-05,716770105387,19,15.21
SE3101-06,716770105394,8,15.21
SE3102-06,716770105431,4,21.45
SE3102-16,716770105455,13,32.16
SE2801-15,716770106056,9,17.95
SE3001-40,716770107206,6,8.67
SE3001-50,716770107220,18,11.01
SE3001-55,716770107237,21,11.01
SE2699-85,716770106728,15,8.2
SE2699-90,716770106735,13,8.2
SE2700-80,716770106421,29,21.85
SE0392-25,716770106087,2,37.2
SE0392-30,716770106094,2,43.7
SE2703-70,716770106575,5,8.95
SE0858-52,716770106315,1,104.1
SE0392-70,716770106810,2,10.26
SE0392-75,716770106827,1,10.26
SE0271-05,716770105196,6,13.45
SE0273-05,716770105219,4,19.1
SE0273-06,716770105226,9,19.1
SE2404-10,716770105592,46,7.5
AL178902-RD-OS,883045920829,7,15
SE2404-25,716770105615,27,10.45
AL28602-BL-OS,883045920638,12,10.5
AL28202-BL-OS,883045920614,16,7.5
AL28202-RD-OS,883045920621,15,7.5
AA1141-RD-OS,883045920607,7,7.5
BM-AP1-BB,817483016134,4,31.55
BM-AP2-BB,817483016165,2,31.55
BM-AP1-KW,817483016158,10,31.55
BM-AP3-KW,817483016219,13,31.55
BM-AP3-LL,817483016202,17,31.55
BC-FOB2,720184301020,43,10.46
BC-FOB24,720184301204,27,5.35
BC-FOB8,720184301082,48,28.53
BC-EUL24,720184209241,21,3.58
BC-EUL02,720184209029,14,8.25
FE-SH-815A-03,810119281777,5,49.6
FE-SH-815A-07,663546906566,10,49.6
FE-SH-816J-03,810119281807,2,24
FE-SH-816J-07,663546906627,4,24
FE-SH-300S-17,810119280428,25,9.9
FE-SH-300M-17,810119280442,14,9.9
FE-SH-300M-23,810119280459,36,9.9
FE-SH-300L-17,810119280466,3,9.9
FE-SH-300L-23,810119280473,13,9.9
FE-SH-301S-23,810119280497,5,8.7
FE-SH-301M-17,810119280503,4,8.7
FE-SH-301L-17,810119280527,37,8.7
FE-FF-1041-01,810119281456,48,35
FE-FF-1041-17,810119281463,6,35
FE-LL-7218-01,663546905842,12,20
FE-LL-7218-06,663546905859,7,20
GW2383-NO-OS,703674868753,10,12.95
GW2304-GR-OS,703674868531,7,14.95
GW2370-VT-OQ,703674868661,8,16.95
AWPP1SG9,4251460623629,76,159.5
AWDF1SG9,4251460623636,364,109.5
HPB-868W,710022363266,10,74.9
ELD-LF1328RED,4890808278543,8,24
ELD-LF1810,4890808275412,29,30
ELD-LF1811,4890808279342,12,30
ELD-LF1812,4890808279359,12,25
ELD-LF1813,4890808279366,1,30
ELD-LF5317,4890808263372,9,40
ELD-LF5318,4890808263402,5,40
ELD-LF5319,4890808279373,10,40
ELD-LF5320,4890808279380,0,80
ELD-LF5321,4890808279397,17,55
ELD-LF5322,4890808279403,0,45
NSN-1800-33,657447108808,2,16.45
NSN-1800-53,657447108822,6,12.8
NSN-1800-63,657447108839,2,13.1
NSN-1800-93,657447108860,2,11
ZOLO-6063,848416012916,3,77
NSN-1803-13,657447108907,12,6.7
NSN-1803-23,657447108921,9,6.7
NSN-1803-41,657447108952,13,6.6
NSN-1803-53,657447108983,1,8.45
NSN-1805-01,657447108990,14,13.8
NSN-1805-11,657447109003,34,10.2
NSN-1805-21,657447109010,29,6.6
NSN-1805-31,657447108662,19,7.6
NSN-1805-41,657447109034,0,7.5
NSN-1806-01,657447109041,4,9
NSN-1806-11,657447109058,38,6.7
NSN-1806-21,657447109065,0,7.7
NSN-1806-31,657447109072,22,7.25
NSN-1806-41,657447109089,0,10.25
NSN-1806-51,657447109096,2,7.25
SHTINN002BLU,8714273051929,5,59.95
SHTINN002BUR,8714273051936,0,59.95
SHTINN002GRN,8714273051943,0,59.95
SHTLOVU015BLU,8714273052506,13,34.95
SHTLOVU015GRN,8714273052520,4,34.95
SHTLOVU015BUR,8714273052513,10,34.95
SHTLOVU015PNK,8714273052537,9,34.95
SHTLOVU016BLK,8714273052544,14,39.95
SHTLOVU016BLU,8714273052551,1,39.95
SHTLOVU017BLK,8714273052568,11,29.95
SHTLOVU017BLU,8714273052575,15,29.95
SHTLOVU018BLU,8714273052582,14,29.95
SHTLOVU018BUR,8714273052599,15,29.95
SHTLOVU018GRN,8714273052605,19,29.95
SHTVIVE055PNK,8714273051806,14,69.95
SHTVIVE055PUR,8714273051813,6,69.95
SHTVIVE056PNK,8714273051820,5,69.95
SHTVIVE056PUR,8714273051837,4,69.95
SHTVIVE057PNK,8714273051844,10,69.95
SHTVIVE057PUR,8714273051851,4,69.95
SHTVIVE058PNK,8714273051868,11,69.95
SHTVIVE058PUR,8714273051875,13,69.95
SHTVIVE059PNK,8714273051905,16,59.95
SHTVIVE059PUR,8714273051912,15,59.95
SHTVIVE060PNK,8714273051882,13,57.95
SHTVIVE060PUR,8714273051899,11,57.95
OLB5111378-BK-L0,841143182778,2,16
OLB5111378-BK-X0,841143182808,2,16
OLL6211757-BK-M0,841143183713,4,23
OLL6211757-BK-X0,841143183737,7,23
OLL6211757-BK-1X,841143183683,3,25
OLL5111347-BK-S0,841143181757,0,21
OLL5111347-BK-M0,841143181733,2,21
OLL5111347-BK-L0,841143181702,3,21
OLL5111347-BK-X0,841143181764,13,21
OLB4011344-RD-L0,841143182020,12,17
OLB4011344-RD-X0,841143182082,19,17
OLB5211390-PK-LX,841143182280,7,15
OLB5211390-PK-X2,841143182273,5,16
NSN-0236-24,657447108037,29,27.95
NSN-0236-29,657447108044,7,27.95
NSN-0236-36,657447108013,3,23.3
NSN-0236-39,657447108020,10,23.3
OLB7011355-RD-X0,841143182914,14,18.2
OLLAP11173-RW-OS,841143183485,0,5
HPB-781B,710022364256,42,15
IBIC5076,847841050760,4,30
IBIC5077,847841050777,7,32.5
IBIC1705,847841017053,10,40
IBIC1706,847841017060,20,33.33
IBIC1707,847841017077,16,40
IBIC1708,847841017084,20,40
IBIC1350,847841013505,3,27.5
IBIC1351,847841013512,17,37.5
IBIC1353,847841013536,21,36.75
IBIC1354,847841013543,5,35
IBIC1356,847841013567,11,40
IBIC1357,847841013574,18,36.75
IBIC1358,847841013581,12,34.95
IBIC1359,847841013598,9,45
CRC-SKTTR,5037353008815,13,25
SL-RS-3281,844477023281,16,21.99
SL-RS-3472,844477023472,12,21.99
SL-CR-3595,844477023595,28,4.99
SL-CR-3502,844477023502,32,1.99
SL-RS-3298,844477023298,9,24.99
SL-DD-3519,844477023519,17,8.99
SL-RS-3830,844477023830,5,14.99
SL-VB-3243,844477023243,14,15.99
SL-VB-3250,844477023250,10,15.99
SL-MS-3878,844477023878,14,16.99
SL-RS-3328,844477023328,20,20.99
SL-MS-3885,844477023885,13,16.99
SL-KT-3540,844477023540,11,14.99
SL-RS-3311,844477023311,14,18.99
SL-RS-3342,844477023342,19,18.99
SL-RS-3359,844477023359,10,17.99
SL-BP-3526,844477023526,19,10.99
SL-NC-3557,844477023557,6,8.49
SL-NC-3564,844477023564,11,8.49
SL-NC-3915,844477023915,12,8.49
SL-DD-3571,844477023571,20,17.99
SL-DD-3588,844477023588,15,17.99
SL-VB-3465,844477023465,26,15.99
SL-VB-3533,844477023533,11,24.99
SL-RS-3335,844477023335,9,18.99
SL-RS-3373,844477023373,7,14.99
SL-RS-3366,844477023366,7,14.99
SL-RS-3380,844477023380,32,14.99
HP3426,818631034260,23,6.05
HP3427,818631034277,21,4.5
HP3483,818631034833,11,23
HP3484,818631034840,6,18
HP3485,818631034857,27,18
HP3486,818631034864,14,21
HP3487,818631034871,12,21
HP3488,818631034888,28,21
HP3531,818631035311,4,20
HP3532,818631035328,6,20
HP3533,818631035335,8,20
HP3534,818631035342,17,20
CH23307-BGD-M0,883124183817,3,17.15
CH23307-BGD-L0,883124183824,5,17.15
CH23307-BGD-X0,883124183831,8,17.15
HP3538,818631035380,8,10
CH23307-BGD-X2,883124183848,2,17.15
HP3539,818631035397,23,2.75
HP3540,818631035403,21,2.75
CH23308-BGD-X0,883124183794,1,7.7
HP3542,818631035427,31,17
HP3543,818631035434,6,19
HP3545,818631035458,18,14
CH23316-BS-L0,883124183749,3,15.015
CH23316-BS-X0,883124183756,1,15.015
SF13342,814137022312,13,26.48
SF23092,810001687229,2,7.48
SF23094,810001687243,7,12.48
SF23096,810001687267,5,12.48
SF23185,810001687700,1,5.48
SF23187,810001687724,7,5.48
SF23188,810001687731,0,5.48
SF23135,810001687298,2,6.48
KHE-BGR151,825156111369,40,5
KHE-NV102,825156111345,29,3
KHE-BGR122,825156111376,25,5
KHE-NV082,825156111314,3,8.5
ELP002-62,802190000262,0,4.35
NB001762,PARMZP,0,0.75
NB001763,PARMZQ,0,0.75
NB001764,PARMZR,0,0.75
NB001765,PARMZS,0,0.75
NB001766,PARMZT,0,0.75
NB001767,PARMZU,0,0.75
NB001768,PARMZV,0,0.75
NB001769,PARMZW,0,0.75
NN-XLDOMXF,810121171127,14,8
NB001770,PARMZX,0,0.75
NB001771,PARMZY,0,0.75
NB001772,PARMZZ,0,0.75
NB001773,PARNAA,0,0.75
NB001774,PARNAB,0,0.75
NB001775,PARNAC,0,0.75
NN-RMRXF,733074136749,5,5
NB001776,NBBAG,0,0.75
NB001364,694182213640,0,15.5
NN-PINSHR,810121171028,18,5.5
NB001664,694182021955,0,27.5
NN-WHISTP,614608262595,13,5.5
NN-GSTPB,689855876994,12,9
NB001747,694182022808,0,7.75
NB001748,694182022815,0,9.25
NB001751,694182022846,0,9.25
NB001752,694182022853,0,9.25
NB001755,694182022884,0,10.75
NB001756,694182022891,0,10.75
NB001749,694182022822,0,10.75
NB001750,694182022839,0,10.75
NB001753,694182022860,0,10.75
NB001754,694182022877,0,12.5
NB001757,694182022907,0,10.75
NB001758,694182022914,0,12.75
JEL2700-98,638258904964,7,117
ELD-BZ-001-08,017036034190,15,15
ELP099-99,802190009999,6,4.35
SSY3001-03,638258904988,36,8.75
SSY3002-03,638258904995,25,8.75
SSY3003-03,638258905008,22,8.75
ELP000-88,802190000088,15,4.35
SSY3004-03,638258905015,31,8.75
SSY3005-03,638258905022,34,8.75
ELD-BZ-002-08,017036034237,17,15
ELD-BZ-003-08,017036034251,7,15
ELP001-18,802190000118,9,4.35
ELP001-25,802190000125,0,4.35
ELP002-79,802190000279,1,4.35
ELP002-48,802190000248,0,4.35
ELD-BZ-004-08,017036034299,18,15
ELD-BZ-005-08,017036034305,3,15
ELD-BZ-006-08,017036034312,17,15
NT3137,782631313703,11,36.75
NT3143-2,782631314328,23,33.1
NT3144-1,782631314410,1,36.75
NT3144-2,782631314427,9,36.75
BL12320,819835028741,36,20.195
BL12422,819835028758,3,20.657
BL21700,819835028710,16,21.644
BL21902,819835028703,6,21.644
SF23062,810001687199,11,19.48
KK-HT-RETROPURPLEB,850053093104,0,4
SPB-W15,669729003329,1,9.8
BWB-B2,669729701027,8,7.105
BWB-B9,669729701096,13,7.875
BWB-B23,669729801017,8,7.875
BWB-B25,669729009574,9,7.875
BWB-B26,669729009581,13,7.875
BWB-B28,669729009604,15,7.875
BWB-B33,669729002728,13,7.875
BWB-B35,669729002742,10,7.875
MB201-TL-S0,804859887863,5,9.375
CRC-UNIKL,5037353009409,7,27.5
MBN05-NY-L0,677355426641,1,7.875
CRC-UNIWS,5037353009416,18,27.5
MBN05-NY-X0,677355435100,3,7.875
CRC-SKLUBMP4,5037353004725,23,8
CRC-SKLUBWM4,5037353004763,21,8
CRC-SKLUBSTR4,5037353004749,13,8
MBN05-RL-L0,677355447158,1,7.875
MBN05-RL-X0,677355482302,2,7.875
SLQ-106,850050864202,231,0.6
PM151-32,726893115132,47,10.87
DJ0682-21,782421087395,36,6.05
DJ0682-28,782421087401,30,10.63
DJ0682-35,782421088682,13,20.1
DJ0991-25,782421088491,7,71.35
DJ0991-26,782421088507,2,71.35
DJ1363-00,782421088583,36,8.85
DJ1363-01,782421088606,23,8.85
DJ1363-02,782421088613,37,8.85
DJ1363-03,782421088620,22,8.85
DJ1363-04,782421088637,24,8.85
DJ5000-06,782421087593,10,33.15
DJ5000-07,782421087685,12,19.97
DJ5001-09,782421087388,4,9.15
DJ5001-10,782421087746,9,9.8
DJ5003-08,782421087586,5,12.5
DJ5003-10,782421088651,10,6.55
DJ5130-08,782421088576,3,36.95
DJ5200-42,782421086077,5,36.95
DJ5200-43,782421086084,8,36.95
DJ5200-69,782421086947,4,38.8
DJ5510-42,782421086138,25,13.87
DJ5510-43,782421086145,24,13.87
DJ5510-69,782421087036,0,14.56
